1;arms_factory;2641.00;9.95;1730.00;3.59;0
1;arms_factory;2646.00;10.05;1732.00;0.33;0
1;arms_factory;2640.00;9.95;1730.00;1.53;0
1;arms_factory;2645.00;10.10;1732.00;5.65;0
1;arms_factory;2652.00;9.95;1733.00;2.04;0
1;arms_factory;2643.00;10.03;1732.00;5.06;0
1;industrial_complex;2651.00;9.95;1733.00;6.26;0
1;industrial_complex;2654.00;10.12;1736.00;4.10;0
1;industrial_complex;2655.00;9.90;1732.00;0.48;0
1;industrial_complex;2656.00;9.98;1735.00;2.04;0
1;industrial_complex;2660.00;10.03;1738.00;4.71;0
1;industrial_complex;2655.00;10.05;1735.00;2.55;0
1;air_base;2658.00;10.05;1738.00;2.65;0
1;supply_node;2644.00;9.95;1730.00;1.23;0
1;supply_node;2654.00;10.12;1735.00;5.27;0
1;naval_base;2639.00;9.95;1732.00;0.00;2305
1;naval_base;2649.00;9.98;1738.00;-2.11;2075
1;bunker;2656.00;10.05;1739.00;5.22;0
1;coastal_bunker;2661.00;10.03;1739.00;-4.39;0
1;coastal_bunker;2645.00;9.95;1735.00;-3.34;0
1;dockyard;2657.00;9.50;1731.00;-4.39;0
1;anti_air_building;2651.00;10.10;1736.00;0.05;0
1;anti_air_building;2652.00;9.90;1732.00;2.71;0
1;anti_air_building;2649.00;10.05;1736.00;5.73;0
1;synthetic_refinery;2657.00;10.05;1738.00;2.11;0
1;fuel_silo;2652.00;10.10;1735.00;4.78;0
1;radar_station;2651.00;10.05;1734.00;1.41;0
1;rocket_site;2645.00;9.90;1729.00;2.72;0
1;nuclear_reactor;2654.00;10.03;1738.00;0.56;0
1;floating_harbor;2644.00;9.50;1722.00;-3.14;861
1;floating_harbor;2663.64;9.76;1738.21;-1.25;1150
148;arms_factory;2554.00;10.93;1674.00;4.62;0
148;arms_factory;2510.00;10.00;1710.00;5.83;0
148;arms_factory;2541.00;10.80;1664.00;2.56;0
148;arms_factory;2511.00;10.75;1667.00;5.23;0
148;arms_factory;2568.00;10.85;1681.00;1.61;0
148;arms_factory;2512.00;11.78;1661.00;4.28;0
148;industrial_complex;2536.00;10.12;1709.00;1.01;0
148;industrial_complex;2594.00;10.88;1665.00;5.13;0
148;industrial_complex;2530.00;11.00;1675.00;0.06;0
148;industrial_complex;2524.00;10.80;1693.00;4.18;0
148;industrial_complex;2531.00;10.90;1669.00;5.74;0
148;industrial_complex;2543.00;10.75;1695.00;2.12;0
148;air_base;2551.00;10.65;1692.00;4.79;0
148;supply_node;2542.00;10.82;1661.00;0.48;0
148;supply_node;2576.00;10.90;1676.00;3.41;0
148;supply_node;2563.00;10.15;1692.00;1.17;0
148;supply_node;2517.00;10.38;1703.00;2.65;0
148;supply_node;2545.00;10.90;1685.00;5.59;0
148;supply_node;2556.00;11.00;1673.00;1.89;0
148;supply_node;2522.00;10.88;1686.00;4.83;0
148;supply_node;2508.00;10.07;1684.00;1.48;0
148;supply_node;2503.00;10.40;1668.00;4.06;0
148;supply_node;2536.00;10.70;1700.00;0.72;0
148;supply_node;2505.00;10.98;1655.00;2.19;0
148;supply_node;2549.00;10.30;1702.00;6.23;0
148;supply_node;2531.00;10.98;1672.00;2.88;0
148;supply_node;2517.00;10.95;1666.00;4.37;0
148;supply_node;2587.00;11.10;1663.00;2.12;0
148;naval_base;2506.00;9.90;1690.00;-2.36;2357
148;naval_base;2552.00;9.98;1708.00;-3.14;2166
148;naval_base;2520.00;9.90;1712.00;-3.14;2166
148;naval_base;2501.00;9.93;1677.00;-1.95;2357
148;naval_base;2540.00;10.05;1710.00;-3.04;2166
148;naval_base;2570.00;9.90;1696.00;-3.42;2166
148;naval_base;2501.00;10.05;1650.00;-1.33;2357
148;bunker;2517.00;10.35;1693.00;5.37;0
148;bunker;2554.00;10.60;1679.00;5.47;0
148;bunker;2555.00;10.38;1693.00;3.30;0
148;bunker;2516.00;11.35;1663.00;5.97;0
148;bunker;2589.00;11.00;1661.00;3.81;0
148;bunker;2500.00;10.05;1670.00;3.91;0
148;bunker;2548.00;10.80;1680.00;1.75;0
148;bunker;2544.00;10.15;1709.00;5.87;0
148;bunker;2502.00;10.35;1653.00;5.98;0
148;bunker;2575.00;10.90;1677.00;3.81;0
148;bunker;2511.00;10.40;1677.00;0.20;0
148;bunker;2545.00;10.45;1700.00;2.87;0
148;bunker;2522.00;10.85;1696.00;4.42;0
148;bunker;2527.00;11.00;1680.00;2.26;0
148;bunker;2549.00;11.10;1661.00;3.47;0
148;coastal_bunker;2527.00;10.00;1710.00;-3.14;0
148;coastal_bunker;2547.00;10.12;1709.00;-3.14;0
148;coastal_bunker;2529.00;10.03;1710.00;-3.04;0
148;coastal_bunker;2503.00;9.50;1649.00;-1.33;0
148;coastal_bunker;2567.00;9.50;1697.00;-3.42;0
148;coastal_bunker;2498.00;9.95;1673.00;-1.95;0
148;coastal_bunker;2505.00;9.50;1689.00;-2.36;0
148;dockyard;2567.00;9.90;1696.00;-3.42;0
148;anti_air_building;2513.00;10.30;1686.00;4.49;0
148;anti_air_building;2525.00;10.88;1677.00;6.04;0
148;anti_air_building;2565.00;10.30;1689.00;2.43;0
148;synthetic_refinery;2566.00;11.30;1670.00;0.26;0
148;fuel_silo;2521.00;10.25;1706.00;0.37;0
148;radar_station;2547.00;10.85;1680.00;4.97;0
148;rocket_site;2518.00;10.55;1701.00;2.33;0
148;nuclear_reactor;2586.00;10.48;1677.00;3.54;0
148;floating_harbor;2566.92;9.50;1705.73;-0.28;202
148;floating_harbor;2501.04;9.50;1701.23;-4.60;353
148;floating_harbor;2500.05;9.50;1691.95;0.79;597
148;floating_harbor;2491.50;9.50;1672.60;1.19;763
148;floating_harbor;2534.30;9.50;1716.97;0.10;910
148;floating_harbor;2494.21;9.50;1652.30;-4.47;931
148;floating_harbor;2549.00;9.50;1715.00;0.00;1154
149;arms_factory;2610.00;10.15;1712.00;5.13;0
149;arms_factory;2588.00;10.32;1706.00;0.06;0
149;arms_factory;2643.00;10.60;1665.00;4.18;0
149;arms_factory;2587.00;10.50;1701.00;5.74;0
149;arms_factory;2623.00;10.85;1693.00;2.12;0
149;arms_factory;2615.00;11.10;1679.00;4.79;0
149;industrial_complex;2626.00;10.30;1659.00;1.52;0
149;industrial_complex;2603.00;10.90;1677.00;2.73;0
149;industrial_complex;2630.00;10.30;1654.00;0.57;0
149;industrial_complex;2620.00;10.70;1702.00;3.24;0
149;industrial_complex;2605.00;10.93;1697.00;4.79;0
149;industrial_complex;2618.00;10.35;1709.00;2.63;0
149;air_base;2639.00;10.20;1689.00;5.30;0
149;supply_node;2595.00;10.95;1688.00;1.48;0
149;supply_node;2619.00;10.75;1671.00;4.06;0
149;supply_node;2602.00;10.80;1668.00;0.72;0
149;supply_node;2643.00;10.03;1684.00;2.19;0
149;supply_node;2599.00;10.35;1705.00;6.23;0
149;supply_node;2619.00;10.80;1698.00;2.88;0
149;supply_node;2582.00;10.35;1698.00;4.37;0
149;supply_node;2627.00;10.30;1653.00;2.12;0
149;supply_node;2627.00;10.30;1710.00;3.60;0
149;supply_node;2614.00;10.23;1710.00;0.25;0
149;supply_node;2638.00;10.20;1702.00;4.30;0
149;supply_node;2609.00;11.25;1685.00;5.77;0
149;supply_node;2628.00;10.75;1685.00;2.43;0
149;supply_node;2636.00;10.40;1668.00;5.01;0
149;supply_node;2611.00;10.60;1652.00;1.67;0
149;naval_base;2602.00;10.05;1713.00;-2.68;2166
149;naval_base;2628.00;10.05;1716.00;-3.52;2305
149;naval_base;2612.00;10.07;1713.00;-2.36;2166
149;naval_base;2576.00;10.00;1703.00;-2.68;2166
149;naval_base;2646.00;9.50;1691.00;-4.12;2305
149;naval_base;2641.00;9.88;1709.00;-3.93;2305
149;bunker;2598.00;10.28;1707.00;1.75;0
149;bunker;2609.00;10.55;1650.00;5.87;0
149;bunker;2628.00;10.48;1698.00;5.98;0
149;bunker;2602.00;11.10;1684.00;3.81;0
149;bunker;2587.00;10.40;1705.00;0.20;0
149;bunker;2600.00;11.10;1694.00;2.87;0
149;bunker;2606.00;10.95;1665.00;4.42;0
149;bunker;2616.00;10.40;1708.00;2.26;0
149;bunker;2634.00;10.40;1699.00;3.47;0
149;bunker;2633.00;10.50;1677.00;1.31;0
149;bunker;2619.00;10.40;1664.00;2.87;0
149;bunker;2640.00;10.25;1680.00;5.54;0
149;bunker;2629.00;10.48;1691.00;3.37;0
149;bunker;2629.00;10.40;1662.00;6.04;0
149;bunker;2632.00;10.07;1710.00;1.31;0
149;coastal_bunker;2614.00;9.98;1714.00;-2.36;0
149;coastal_bunker;2629.00;10.03;1716.00;-3.52;0
149;coastal_bunker;2574.00;9.65;1700.00;-2.68;0
149;coastal_bunker;2639.00;9.95;1710.00;-3.93;0
149;coastal_bunker;2602.00;10.05;1713.00;-2.68;0
149;coastal_bunker;2647.00;9.50;1693.00;-4.12;0
149;dockyard;2584.00;10.05;1710.00;-2.68;0
149;anti_air_building;2620.00;10.43;1666.00;4.49;0
